XX,Start,End,Term,Ontology,Identifier,Test_no
00000,11481,11491,phototoxic,Disease,MESH:D017484,435
00000,11564,11569,human,Species,9606,435
00000,11645,11658,Phototoxicity,Disease,MESH:D017484,435
00000,11878,11888,phototoxic,Disease,MESH:D017484,435
00000,12047,12052,Human,Species,9606,435
00000,12354,12359,human,Species,9606,435
00000,12491,12496,human,Species,9606,435
00000,13296,13309,Phototoxicity,Disease,MESH:D017484,435
00000,13371,13383,cytotoxicity,Disease,MESH:D064420,435
00000,13555,13560,Human,Species,9606,435
00000,13861,13866,human,Species,9606,435
00000,13998,14003,human,Species,9606,435
00000,14873,14878,Human,Species,9606,435
00000,15574,15596,defines skin corrosion,Disease,MESH:D012871,435
00000,15729,15743,skin corrosion,Disease,MESH:D012871,435
00000,15759,15764,human,Species,9606,435
00000,16358,16363,Human,Species,9606,435
00000,16432,16437,human,Species,9606,435
00000,16461,16475,skin corrosion,Disease,MESH:D012871,435
00000,16516,16530,Skin corrosion,Disease,MESH:D012871,435
00000,16613,16621,necrosis,Disease,MESH:D009336,435
00000,16769,16778,Mammalian,Species,9606,435
00000,16814,16818,Hprt,Gene,3251,435
00000,16846,16855,mammalian,Species,9606,435
00000,17010,17045,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,435
00000,17059,17063,HPRT,Gene,3251,435
00000,17088,17118,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,435
00000,17143,17147,HPRT,Gene,3251,435
00000,17242,17251,Mammalian,Species,9606,435
00000,17287,17296,Thymidine,Chemical,MESH:D013936,435
00000,17321,17330,mammalian,Species,9606,435
00000,17463,17472,mammalian,Species,9606,435
00000,17561,17565,7.2C,CellLine,CVCL:J025,435
00000,17580,17585,mouse,Species,10090,435
00000,17586,17594,lymphoma,Disease,MESH:D008223,435
00000,17602,17605,MLA,Chemical,MESH:C521086,435
00000,17767,17776,Mammalian,Species,9606,435
00000,17812,17816,Hprt,Gene,3251,435
00000,17844,17853,mammalian,Species,9606,435
00000,18008,18043,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,435
00000,18057,18061,HPRT,Gene,3251,435
00000,18086,18116,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,435
00000,18141,18145,HPRT,Gene,3251,435
00000,18240,18254,skin corrosion,Disease,MESH:D012871,435
00000,18270,18275,human,Species,9606,435
00000,18839,18848,Mammalian,Species,9606,435
00000,18884,18893,Thymidine,Chemical,MESH:D013936,435
00000,18918,18927,mammalian,Species,9606,435
00000,19060,19069,mammalian,Species,9606,435
00000,19158,19162,7.2C,CellLine,CVCL:J025,435
00000,19177,19182,mouse,Species,10090,435
00000,19183,19191,lymphoma,Disease,MESH:D008223,435
00000,19199,19202,MLA,Chemical,MESH:C521086,435
00000,19468,19473,human,Species,9606,435
00000,19490,19504,skin corrosion,Disease,MESH:D012871,435
00000,19525,19528,rat,Species,10116,435
00000,19899,19904,Human,Species,9606,435
00000,19973,19978,human,Species,9606,435
00000,20002,20016,skin corrosion,Disease,MESH:D012871,435
00000,20057,20071,Skin corrosion,Disease,MESH:D012871,435
00000,20154,20162,necrosis,Disease,MESH:D009336,435
00000,20421,20426,human,Species,9606,435
00000,20450,20464,skin corrosion,Disease,MESH:D012871,435
00000,20505,20519,Skin corrosion,Disease,MESH:D012871,435
00000,20602,20610,necrosis,Disease,MESH:D009336,435
00000,20813,20822,Mammalian,Species,9606,435
00000,20874,20887,Guideline 479,Chemical,MESH:C000596309,435
00000,20953,20962,Mammalian,Species,9606,435
00000,21116,21133,Estrogen Receptor,Gene,2099,435
00000,21308,21325,Estrogen Receptor,Gene,2099,435
00000,21460,21477,estrogen receptor,Gene,2099,435
00000,21708,21721,ERa-HeLa-9903,CellLine,CVCL:2485,435
00000,21748,21753,human,Species,9606,435
00000,21763,21768,tumor,Disease,MESH:D009369,435
00000,21778,21781,BG1,CellLine,CVCL:6570,435
00000,21807,21810,BG1,CellLine,CVCL:6570,435
00000,21815,21817,E2,CellLine,CVCL:6769,435
00000,21844,21849,human,Species,9606,435
00000,21850,21872,ovarian adenocarcinoma,Disease,MESH:D010051,435
00000,22837,22854,Estrogen Receptor,Gene,2099,435
00000,23029,23046,Estrogen Receptor,Gene,2099,435
00000,23181,23198,estrogen receptor,Gene,2099,435
00000,23429,23442,ERa-HeLa-9903,CellLine,CVCL:2485,435
00000,23469,23474,human,Species,9606,435
00000,23484,23489,tumor,Disease,MESH:D009369,435
00000,23499,23502,BG1,CellLine,CVCL:6570,435
00000,23528,23531,BG1,CellLine,CVCL:6570,435
00000,23536,23538,E2,CellLine,CVCL:6769,435
00000,23565,23570,human,Species,9606,435
00000,23571,23593,ovarian adenocarcinoma,Disease,MESH:D010051,435
00000,24514,24527,rainbow trout,Species,8022,435
00000,24653,24666,rainbow trout,Species,8022,435
00000,24669,24688,Oncorhynchus mykiss,Species,8022,435
00000,25423,25436,rainbow trout,Species,8022,435
00000,25516,25529,rainbow trout,Species,8022,435
00000,25532,25551,Oncorhynchus mykiss,Species,8022,435
00000,26334,26351,Estrogen Receptor,Gene,100136026,435
00000,26511,26528,Estrogen Receptor,Gene,100136026,435
00000,26641,26658,estrogen receptor,Gene,100136026,435
00000,26873,26886,ERa-HeLa-9903,CellLine,CVCL:2485,435
00000,26913,26918,human,Species,9606,435
00000,26928,26933,tumor,Disease,MESH:D009369,435
00000,26943,26946,BG1,CellLine,CVCL:6570,435
00000,26972,26975,BG1,CellLine,CVCL:6570,435
00000,26980,26982,E2,CellLine,CVCL:6769,435
00000,27009,27014,human,Species,9606,435
00000,27015,27037,ovarian adenocarcinoma,Disease,MESH:D010051,435
00000,27869,27878,Mammalian,Species,9606,435
00000,27939,27952,Guideline 482,Chemical,MESH:C056814,435
00000,28026,28035,Mammalian,Species,9606,435
00000,28458,28468,eye damage,Disease,MESH:D005131,435
00000,28523,28537,eye irritation,Disease,MESH:D005128,435
00000,28549,28559,eye damage,Disease,MESH:D005131,435
00000,29704,29716,cytotoxicity,Disease,MESH:D064420,435
00000,29821,29825,SIRC,CellLine,CVCL:2724,435
00000,29856,29869,polycarbonate,Chemical,MESH:C028237,435
00000,29933,29945,cytotoxicity,Disease,MESH:D064420,435
00000,30002,30006,SIRC,CellLine,CVCL:2724,435
00000,30115,30128,ocular damage,Disease,MESH:D009422,435
00000,30334,30368,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,435
00000,30874,30879,Human,Species,9606,435
00000,30892,30909,Estrogen Receptor,Gene,2099,435
00000,31083,31088,human,Species,9606,435
00000,31143,31160,estrogen receptor,Gene,2099,435
00000,31298,31315,estrogen receptor,Gene,2099,435
00000,31523,31540,Estrogen Receptor,Gene,2099,435
00000,31580,31585,Human,Species,9606,435
00000,31670,31687,Estrogen Receptor,Gene,2099,435
00000,31710,31715,Human,Species,9606,435
00000,31821,31834,17b-estradiol,Chemical,MESH:D020381,435
00000,52,56,Nrf2,Gene,4780,442D
00000,93,97,442E,Chemical,442D
00000,335,340,human,Species,9606,442D
00000,364,382,skin sensitisation,Disease,MESH:D012871,442D
00000,545,548,AOP,Chemical,MESH:C111989,442D
00000,574,592,Skin sensitisation,Disease,MESH:D012871,442D
00000,870,873,AOP,Chemical,MESH:C111989,442D
00000,883,888,human,Species,9606,442D
00000,942,946,U937,CellLine,CVCL:0007,442D
00000,978,982,SENS,Gene,284252,442D
00000,997,1010,Interleukin-8,Gene,3576,442D
00000,1034,1038,IL-8,Gene,3576,442D
00000,1388,1392,CD54,Gene,3383,442D
00000,1394,1398,CD86,Gene,942,442D
00000,1418,1422,IL-8,Gene,3576,442D
00000,1504,1508,SENS,Gene,284252,442D
00000,1618,1630,fluorochrome,Chemical,MESH:D005456,442D
00000,1657,1661,IL-8,Gene,3576,442D
00000,1688,1692,IL-8,Gene,3576,442D
00000,1791,1795,IL-8,Gene,3576,442D
00000,2061,2070,Mammalian,Species,9606,442D
00000,2823,2830,mitosis,Disease,OMIM:604588,442D
00000,3021,3028,mitosis,Disease,OMIM:604588,442D
00000,3086,3091,Human,Species,9606,442D
00000,3393,3398,human,Species,9606,442D
00000,3530,3535,human,Species,9606,442D
00000,4408,4412,IL-2,Gene,3558,442D
00000,4461,4465,IL-2,Gene,3558,442D
00000,4772,4776,IL-2,Gene,3558,442D
00000,4778,4783,IFN-g,Gene,3458,442D
00000,4788,4793,GAPDH,Gene,2597,442D
00000,5005,5009,Nrf2,Gene,4780,442D
00000,5073,5078,human,Species,9606,442D
00000,5102,5120,skin sensitisation,Disease,MESH:D012871,442D
00000,5161,5179,Skin sensitisation,Disease,MESH:D012871,442D
00000,5440,5444,Nrf2,Gene,4780,442D
00000,5647,5665,skin sensitisation,Disease,MESH:D012871,442D
00000,5946,5950,Nrf2,Gene,4780,442D
00000,6295,6299,Nrf2,Gene,4780,442D
00000,6513,6517,Nrf2,Gene,4780,442D
00000,6638,6642,Nrf2,Gene,4780,442D
00000,6875,6884,Mammalian,Species,9606,442D
00000,7046,7055,mammalian,Species,9606,442D
00000,7071,7093,Structural aberrations,Disease,MESH:D002869,442D
00000,7166,7175,Mammalian,Species,9606,442D
00000,7928,7935,mitosis,Disease,OMIM:604588,442D
00000,8126,8133,mitosis,Disease,OMIM:604588,442D
00000,8161,8170,Mammalian,Species,9606,442D
00000,8332,8341,mammalian,Species,9606,442D
00000,8357,8379,Structural aberrations,Disease,MESH:D002869,442D
00000,8452,8461,Mammalian,Species,9606,442D
00000,9214,9221,mitosis,Disease,OMIM:604588,442D
00000,9412,9419,mitosis,Disease,OMIM:604588,442D
00000,9805,9814,Mammalian,Species,9606,442D
00000,9975,9984,mammalian,Species,9606,442D
00000,10000,10022,Structural aberrations,Disease,MESH:D002869,442D
00000,10160,10173,Guideline 435,Chemical,MESH:C002099,442D
00000,10628,10637,Mammalian,Species,9606,442D
00000,10674,10683,mammalian,Species,9606,442D
00000,10856,10865,thymidine,Chemical,MESH:D013936,442D
00000,10882,10917,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,442D
00000,10931,10935,HPRT,Gene,3251,442D
00000,10957,10987,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,442D
00000,11016,11020,HPRT,Gene,3251,442D
00000,11115,11128,Phototoxicity,Disease,MESH:D017484,442D
00000,11145,11150,Human,Species,9606,442D
00000,11161,11204,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,442D
00000,11418,11423,human,Species,9606,442D
00000,11434,11447,phototoxicity,Disease,MESH:D017484,442D
00000,11486,11496,phototoxic,Disease,MESH:D017484,442D
00000,11569,11574,human,Species,9606,442D
00000,11650,11663,Phototoxicity,Disease,MESH:D017484,442D
00000,11883,11893,phototoxic,Disease,MESH:D017484,442D
00000,12052,12057,Human,Species,9606,442D
00000,12359,12364,human,Species,9606,442D
00000,12496,12501,human,Species,9606,442D
00000,13301,13314,Phototoxicity,Disease,MESH:D017484,442D
00000,13376,13388,cytotoxicity,Disease,MESH:D064420,442D
00000,13560,13565,Human,Species,9606,442D
00000,13866,13871,human,Species,9606,442D
00000,14003,14008,human,Species,9606,442D
00000,14878,14883,Human,Species,9606,442D
00000,15579,15601,defines skin corrosion,Disease,MESH:D012871,442D
00000,15734,15748,skin corrosion,Disease,MESH:D012871,442D
00000,15764,15769,human,Species,9606,442D
00000,16363,16368,Human,Species,9606,442D
00000,16437,16442,human,Species,9606,442D
00000,16466,16480,skin corrosion,Disease,MESH:D012871,442D
00000,16521,16535,Skin corrosion,Disease,MESH:D012871,442D
00000,16618,16626,necrosis,Disease,MESH:D009336,442D
00000,16774,16783,Mammalian,Species,9606,442D
00000,16819,16823,Hprt,Gene,3251,442D
00000,16851,16860,mammalian,Species,9606,442D
00000,17015,17050,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,442D
00000,17064,17068,HPRT,Gene,3251,442D
00000,17093,17123,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,442D
00000,17148,17152,HPRT,Gene,3251,442D
00000,17247,17256,Mammalian,Species,9606,442D
00000,17292,17301,Thymidine,Chemical,MESH:D013936,442D
00000,17326,17335,mammalian,Species,9606,442D
00000,17468,17477,mammalian,Species,9606,442D
00000,17566,17570,7.2C,CellLine,CVCL:J025,442D
00000,17585,17590,mouse,Species,10090,442D
00000,17591,17599,lymphoma,Disease,MESH:D008223,442D
00000,17607,17610,MLA,Chemical,MESH:C521086,442D
00000,17772,17781,Mammalian,Species,9606,442D
00000,17817,17821,Hprt,Gene,3251,442D
00000,17849,17858,mammalian,Species,9606,442D
00000,18013,18048,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,442D
00000,18062,18066,HPRT,Gene,3251,442D
00000,18091,18121,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,442D
00000,18146,18150,HPRT,Gene,3251,442D
00000,18245,18259,skin corrosion,Disease,MESH:D012871,442D
00000,18275,18280,human,Species,9606,442D
00000,18844,18853,Mammalian,Species,9606,442D
00000,18889,18898,Thymidine,Chemical,MESH:D013936,442D
00000,18923,18932,mammalian,Species,9606,442D
00000,19065,19074,mammalian,Species,9606,442D
00000,19163,19167,7.2C,CellLine,CVCL:J025,442D
00000,19182,19187,mouse,Species,10090,442D
00000,19188,19196,lymphoma,Disease,MESH:D008223,442D
00000,19204,19207,MLA,Chemical,MESH:C521086,442D
00000,19473,19478,human,Species,9606,442D
00000,19495,19509,skin corrosion,Disease,MESH:D012871,442D
00000,19530,19533,rat,Species,10116,442D
00000,19904,19909,Human,Species,9606,442D
00000,19978,19983,human,Species,9606,442D
00000,20007,20021,skin corrosion,Disease,MESH:D012871,442D
00000,20062,20076,Skin corrosion,Disease,MESH:D012871,442D
00000,20159,20167,necrosis,Disease,MESH:D009336,442D
00000,20426,20431,human,Species,9606,442D
00000,20455,20469,skin corrosion,Disease,MESH:D012871,442D
00000,20510,20524,Skin corrosion,Disease,MESH:D012871,442D
00000,20607,20615,necrosis,Disease,MESH:D009336,442D
00000,20818,20827,Mammalian,Species,9606,442D
00000,20879,20892,Guideline 479,Chemical,MESH:C000596309,442D
00000,20958,20967,Mammalian,Species,9606,442D
00000,21121,21138,Estrogen Receptor,Gene,2099,442D
00000,21313,21330,Estrogen Receptor,Gene,2099,442D
00000,21465,21482,estrogen receptor,Gene,2099,442D
00000,21713,21726,ERa-HeLa-9903,CellLine,CVCL:2485,442D
00000,21753,21758,human,Species,9606,442D
00000,21768,21773,tumor,Disease,MESH:D009369,442D
00000,21783,21786,BG1,CellLine,CVCL:6570,442D
00000,21812,21815,BG1,CellLine,CVCL:6570,442D
00000,21820,21822,E2,CellLine,CVCL:6769,442D
00000,21849,21854,human,Species,9606,442D
00000,21855,21877,ovarian adenocarcinoma,Disease,MESH:D010051,442D
00000,22842,22859,Estrogen Receptor,Gene,2099,442D
00000,23034,23051,Estrogen Receptor,Gene,2099,442D
00000,23186,23203,estrogen receptor,Gene,2099,442D
00000,23434,23447,ERa-HeLa-9903,CellLine,CVCL:2485,442D
00000,23474,23479,human,Species,9606,442D
00000,23489,23494,tumor,Disease,MESH:D009369,442D
00000,23504,23507,BG1,CellLine,CVCL:6570,442D
00000,23533,23536,BG1,CellLine,CVCL:6570,442D
00000,23541,23543,E2,CellLine,CVCL:6769,442D
00000,23570,23575,human,Species,9606,442D
00000,23576,23598,ovarian adenocarcinoma,Disease,MESH:D010051,442D
00000,24519,24532,rainbow trout,Species,8022,442D
00000,24658,24671,rainbow trout,Species,8022,442D
00000,24674,24693,Oncorhynchus mykiss,Species,8022,442D
00000,25428,25441,rainbow trout,Species,8022,442D
00000,25521,25534,rainbow trout,Species,8022,442D
00000,25537,25556,Oncorhynchus mykiss,Species,8022,442D
00000,26339,26356,Estrogen Receptor,Gene,100136026,442D
00000,26516,26533,Estrogen Receptor,Gene,100136026,442D
00000,26646,26663,estrogen receptor,Gene,100136026,442D
00000,26878,26891,ERa-HeLa-9903,CellLine,CVCL:2485,442D
00000,26918,26923,human,Species,9606,442D
00000,26933,26938,tumor,Disease,MESH:D009369,442D
00000,26948,26951,BG1,CellLine,CVCL:6570,442D
00000,26977,26980,BG1,CellLine,CVCL:6570,442D
00000,26985,26987,E2,CellLine,CVCL:6769,442D
00000,27014,27019,human,Species,9606,442D
00000,27020,27042,ovarian adenocarcinoma,Disease,MESH:D010051,442D
00000,27874,27883,Mammalian,Species,9606,442D
00000,27944,27957,Guideline 482,Chemical,MESH:C056814,442D
00000,28031,28040,Mammalian,Species,9606,442D
00000,28463,28473,eye damage,Disease,MESH:D005131,442D
00000,28528,28542,eye irritation,Disease,MESH:D005128,442D
00000,28554,28564,eye damage,Disease,MESH:D005131,442D
00000,29709,29721,cytotoxicity,Disease,MESH:D064420,442D
00000,29826,29830,SIRC,CellLine,CVCL:2724,442D
00000,29861,29874,polycarbonate,Chemical,MESH:C028237,442D
00000,29938,29950,cytotoxicity,Disease,MESH:D064420,442D
00000,30007,30011,SIRC,CellLine,CVCL:2724,442D
00000,30120,30133,ocular damage,Disease,MESH:D009422,442D
00000,30339,30373,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,442D
00000,30879,30884,Human,Species,9606,442D
00000,30897,30914,Estrogen Receptor,Gene,2099,442D
00000,31088,31093,human,Species,9606,442D
00000,31148,31165,estrogen receptor,Gene,2099,442D
00000,31303,31320,estrogen receptor,Gene,2099,442D
00000,31528,31545,Estrogen Receptor,Gene,2099,442D
00000,31585,31590,Human,Species,9606,442D
00000,31675,31692,Estrogen Receptor,Gene,2099,442D
00000,31715,31720,Human,Species,9606,442D
00000,31826,31839,17b-estradiol,Chemical,MESH:D020381,442D
00000,82,91,Mammalian,Species,9606,479
00000,111,115,442E,Chemical,479
00000,353,358,human,Species,9606,479
00000,382,400,skin sensitisation,Disease,MESH:D012871,479
00000,563,566,AOP,Chemical,MESH:C111989,479
00000,592,610,Skin sensitisation,Disease,MESH:D012871,479
00000,888,891,AOP,Chemical,MESH:C111989,479
00000,901,906,human,Species,9606,479
00000,960,964,U937,CellLine,CVCL:0007,479
00000,996,1000,SENS,Gene,284252,479
00000,1015,1028,Interleukin-8,Gene,3576,479
00000,1052,1056,IL-8,Gene,3576,479
00000,1406,1410,CD54,Gene,3383,479
00000,1412,1416,CD86,Gene,942,479
00000,1436,1440,IL-8,Gene,3576,479
00000,1522,1526,SENS,Gene,284252,479
00000,1636,1648,fluorochrome,Chemical,MESH:D005456,479
00000,1675,1679,IL-8,Gene,3576,479
00000,1706,1710,IL-8,Gene,3576,479
00000,1809,1813,IL-8,Gene,3576,479
00000,2079,2088,Mammalian,Species,9606,479
00000,2841,2848,mitosis,Disease,OMIM:604588,479
00000,3039,3046,mitosis,Disease,OMIM:604588,479
00000,3104,3109,Human,Species,9606,479
00000,3411,3416,human,Species,9606,479
00000,3548,3553,human,Species,9606,479
00000,4426,4430,IL-2,Gene,3558,479
00000,4479,4483,IL-2,Gene,3558,479
00000,4790,4794,IL-2,Gene,3558,479
00000,4796,4801,IFN-g,Gene,3458,479
00000,4806,4811,GAPDH,Gene,2597,479
00000,5023,5027,Nrf2,Gene,4780,479
00000,5091,5096,human,Species,9606,479
00000,5120,5138,skin sensitisation,Disease,MESH:D012871,479
00000,5179,5197,Skin sensitisation,Disease,MESH:D012871,479
00000,5458,5462,Nrf2,Gene,4780,479
00000,5665,5683,skin sensitisation,Disease,MESH:D012871,479
00000,5964,5968,Nrf2,Gene,4780,479
00000,6313,6317,Nrf2,Gene,4780,479
00000,6531,6535,Nrf2,Gene,4780,479
00000,6656,6660,Nrf2,Gene,4780,479
00000,6893,6902,Mammalian,Species,9606,479
00000,7064,7073,mammalian,Species,9606,479
00000,7089,7111,Structural aberrations,Disease,MESH:D002869,479
00000,7184,7193,Mammalian,Species,9606,479
00000,7946,7953,mitosis,Disease,OMIM:604588,479
00000,8144,8151,mitosis,Disease,OMIM:604588,479
00000,8179,8188,Mammalian,Species,9606,479
00000,8350,8359,mammalian,Species,9606,479
00000,8375,8397,Structural aberrations,Disease,MESH:D002869,479
00000,8470,8479,Mammalian,Species,9606,479
00000,9232,9239,mitosis,Disease,OMIM:604588,479
00000,9430,9437,mitosis,Disease,OMIM:604588,479
00000,9823,9832,Mammalian,Species,9606,479
00000,9993,10002,mammalian,Species,9606,479
00000,10018,10040,Structural aberrations,Disease,MESH:D002869,479
00000,10178,10191,Guideline 435,Chemical,MESH:C002099,479
00000,10646,10655,Mammalian,Species,9606,479
00000,10692,10701,mammalian,Species,9606,479
00000,10874,10883,thymidine,Chemical,MESH:D013936,479
00000,10900,10935,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,479
00000,10949,10953,HPRT,Gene,3251,479
00000,10975,11005,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,479
00000,11034,11038,HPRT,Gene,3251,479
00000,11133,11146,Phototoxicity,Disease,MESH:D017484,479
00000,11163,11168,Human,Species,9606,479
00000,11179,11222,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,479
00000,11436,11441,human,Species,9606,479
00000,11452,11465,phototoxicity,Disease,MESH:D017484,479
00000,11504,11514,phototoxic,Disease,MESH:D017484,479
00000,11587,11592,human,Species,9606,479
00000,11668,11681,Phototoxicity,Disease,MESH:D017484,479
00000,11901,11911,phototoxic,Disease,MESH:D017484,479
00000,12070,12075,Human,Species,9606,479
00000,12377,12382,human,Species,9606,479
00000,12514,12519,human,Species,9606,479
00000,13319,13332,Phototoxicity,Disease,MESH:D017484,479
00000,13394,13406,cytotoxicity,Disease,MESH:D064420,479
00000,13578,13583,Human,Species,9606,479
00000,13884,13889,human,Species,9606,479
00000,14021,14026,human,Species,9606,479
00000,14896,14901,Human,Species,9606,479
00000,15597,15619,defines skin corrosion,Disease,MESH:D012871,479
00000,15752,15766,skin corrosion,Disease,MESH:D012871,479
00000,15782,15787,human,Species,9606,479
00000,16381,16386,Human,Species,9606,479
00000,16455,16460,human,Species,9606,479
00000,16484,16498,skin corrosion,Disease,MESH:D012871,479
00000,16539,16553,Skin corrosion,Disease,MESH:D012871,479
00000,16636,16644,necrosis,Disease,MESH:D009336,479
00000,16792,16801,Mammalian,Species,9606,479
00000,16837,16841,Hprt,Gene,3251,479
00000,16869,16878,mammalian,Species,9606,479
00000,17033,17068,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,479
00000,17082,17086,HPRT,Gene,3251,479
00000,17111,17141,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,479
00000,17166,17170,HPRT,Gene,3251,479
00000,17265,17274,Mammalian,Species,9606,479
00000,17310,17319,Thymidine,Chemical,MESH:D013936,479
00000,17344,17353,mammalian,Species,9606,479
00000,17486,17495,mammalian,Species,9606,479
00000,17584,17588,7.2C,CellLine,CVCL:J025,479
00000,17603,17608,mouse,Species,10090,479
00000,17609,17617,lymphoma,Disease,MESH:D008223,479
00000,17625,17628,MLA,Chemical,MESH:C521086,479
00000,17790,17799,Mammalian,Species,9606,479
00000,17835,17839,Hprt,Gene,3251,479
00000,17867,17876,mammalian,Species,9606,479
00000,18031,18066,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,479
00000,18080,18084,HPRT,Gene,3251,479
00000,18109,18139,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,479
00000,18164,18168,HPRT,Gene,3251,479
00000,18263,18277,skin corrosion,Disease,MESH:D012871,479
00000,18293,18298,human,Species,9606,479
00000,18862,18871,Mammalian,Species,9606,479
00000,18907,18916,Thymidine,Chemical,MESH:D013936,479
00000,18941,18950,mammalian,Species,9606,479
00000,19083,19092,mammalian,Species,9606,479
00000,19181,19185,7.2C,CellLine,CVCL:J025,479
00000,19200,19205,mouse,Species,10090,479
00000,19206,19214,lymphoma,Disease,MESH:D008223,479
00000,19222,19225,MLA,Chemical,MESH:C521086,479
00000,19491,19496,human,Species,9606,479
00000,19513,19527,skin corrosion,Disease,MESH:D012871,479
00000,19548,19551,rat,Species,10116,479
00000,19922,19927,Human,Species,9606,479
00000,19996,20001,human,Species,9606,479
00000,20025,20039,skin corrosion,Disease,MESH:D012871,479
00000,20080,20094,Skin corrosion,Disease,MESH:D012871,479
00000,20177,20185,necrosis,Disease,MESH:D009336,479
00000,20444,20449,human,Species,9606,479
00000,20473,20487,skin corrosion,Disease,MESH:D012871,479
00000,20528,20542,Skin corrosion,Disease,MESH:D012871,479
00000,20625,20633,necrosis,Disease,MESH:D009336,479
00000,20836,20845,Mammalian,Species,9606,479
00000,20897,20910,Guideline 479,Chemical,MESH:C000596309,479
00000,20976,20985,Mammalian,Species,9606,479
00000,21139,21156,Estrogen Receptor,Gene,2099,479
00000,21331,21348,Estrogen Receptor,Gene,2099,479
00000,21483,21500,estrogen receptor,Gene,2099,479
00000,21731,21744,ERa-HeLa-9903,CellLine,CVCL:2485,479
00000,21771,21776,human,Species,9606,479
00000,21786,21791,tumor,Disease,MESH:D009369,479
00000,21801,21804,BG1,CellLine,CVCL:6570,479
00000,21830,21833,BG1,CellLine,CVCL:6570,479
00000,21838,21840,E2,CellLine,CVCL:6769,479
00000,21867,21872,human,Species,9606,479
00000,21873,21895,ovarian adenocarcinoma,Disease,MESH:D010051,479
00000,22860,22877,Estrogen Receptor,Gene,2099,479
00000,23052,23069,Estrogen Receptor,Gene,2099,479
00000,23204,23221,estrogen receptor,Gene,2099,479
00000,23452,23465,ERa-HeLa-9903,CellLine,CVCL:2485,479
00000,23492,23497,human,Species,9606,479
00000,23507,23512,tumor,Disease,MESH:D009369,479
00000,23522,23525,BG1,CellLine,CVCL:6570,479
00000,23551,23554,BG1,CellLine,CVCL:6570,479
00000,23559,23561,E2,CellLine,CVCL:6769,479
00000,23588,23593,human,Species,9606,479
00000,23594,23616,ovarian adenocarcinoma,Disease,MESH:D010051,479
00000,24537,24550,rainbow trout,Species,8022,479
00000,24676,24689,rainbow trout,Species,8022,479
00000,24692,24711,Oncorhynchus mykiss,Species,8022,479
00000,25446,25459,rainbow trout,Species,8022,479
00000,25539,25552,rainbow trout,Species,8022,479
00000,25555,25574,Oncorhynchus mykiss,Species,8022,479
00000,26357,26374,Estrogen Receptor,Gene,100136026,479
00000,26534,26551,Estrogen Receptor,Gene,100136026,479
00000,26664,26681,estrogen receptor,Gene,100136026,479
00000,26896,26909,ERa-HeLa-9903,CellLine,CVCL:2485,479
00000,26936,26941,human,Species,9606,479
00000,26951,26956,tumor,Disease,MESH:D009369,479
00000,26966,26969,BG1,CellLine,CVCL:6570,479
00000,26995,26998,BG1,CellLine,CVCL:6570,479
00000,27003,27005,E2,CellLine,CVCL:6769,479
00000,27032,27037,human,Species,9606,479
00000,27038,27060,ovarian adenocarcinoma,Disease,MESH:D010051,479
00000,27892,27901,Mammalian,Species,9606,479
00000,27962,27975,Guideline 482,Chemical,MESH:C056814,479
00000,28049,28058,Mammalian,Species,9606,479
00000,28481,28491,eye damage,Disease,MESH:D005131,479
00000,28546,28560,eye irritation,Disease,MESH:D005128,479
00000,28572,28582,eye damage,Disease,MESH:D005131,479
00000,29727,29739,cytotoxicity,Disease,MESH:D064420,479
00000,29844,29848,SIRC,CellLine,CVCL:2724,479
00000,29879,29892,polycarbonate,Chemical,MESH:C028237,479
00000,29956,29968,cytotoxicity,Disease,MESH:D064420,479
00000,30025,30029,SIRC,CellLine,CVCL:2724,479
00000,30138,30151,ocular damage,Disease,MESH:D009422,479
00000,30357,30391,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,479
00000,30897,30902,Human,Species,9606,479
00000,30915,30932,Estrogen Receptor,Gene,2099,479
00000,31106,31111,human,Species,9606,479
00000,31166,31183,estrogen receptor,Gene,2099,479
00000,31321,31338,estrogen receptor,Gene,2099,479
00000,31546,31563,Estrogen Receptor,Gene,2099,479
00000,31603,31608,Human,Species,9606,479
